ts,host,user,event,attempts,severity,ip,file,proc,dst,message,geo,notes,source,hour,day_of_week,month,is_weekend,is_off_hours,message_length,has_ip,has_error,has_attempts,is_suspicious,is_high_risk
2026-10-25T09:03:07Z,SWIFT-68-dev,jeremy_chandran,dns,0.0,LOW,172.20.26.223,,WINWORD.EXE_v7.8,core-bank.oak.com:27017,dns: jeremy_chandran performed balance operation,,THREAT_BASELINE_ANAL,zeek,9,6,10,1,0,48,0,0,0,0,0
2026-09-08T20:37:47Z,MON-36-prod.bank.internal,ebhalla,THREAT,0.0,UNKNOWN,109.198.217.47,\\fileserver\share\Illum\dolores.avi,cmd.exe_v1.8,,THREAT: ebhalla performed clearing operation,,AUDIT_BASELINE_CATC,palo_alto,20,1,9,0,1,44,0,0,0,0,0
2026-09-22T02:17:03Z,DC-93,ncampbell,Prevention,0.0,LOW,218.250.13.61,,docker,,Prevention: ncampbell performed swift operation,,THREAT_BASELINE_VOLU,crowdstrike,2,1,9,0,1,47,0,0,0,0,0
2026-07-06T10:34:52Z,FINANCE-05.bank.internal,svc_backup,conn,0.0,LOW,113.173.125.171,/var/log/this/laborum.jpeg.log,EXCEL.EXE,CORE-99-dev:445,conn: svc_backup performed clearing operation,Dubai,AUDIT_BASELINE_CONS,zeek,10,0,7,0,0,45,0,0,0,0,0
2026-09-27T04:32:51Z,MON-69,ksmith,XSS,0.0,MEDIUM,200.93.203.172,C:\Windows\System32\nostrum.bmp,EXCEL.EXE_v1.9,,XSS: ksmith performed balance operation,,SEC_BASELINE_SIMI,cloud_waf,4,6,9,1,1,39,0,0,0,0,0
2026-10-18T22:47:19Z,FINANCE-12-sandbox,compliance91,FileUploaded,0.0,LOW,10.36.190.180,,EXCEL.EXE,HR-16.core.banking:5432,FileUploaded: compliance91 performed swift operation,IN,SEC_BASELINE_WAR,sharepoint,22,6,10,1,1,52,0,0,0,0,0
2026-12-06T14:55:21Z,PAY-22.secure.bank,jason_raymond,URL,0.0,LOW,172.236.248.0,/var/log/delectus/veniam.mov.log,explorer.exe,,URL: jason_raymond performed balance operation,,AUDIT_BASELINE_NEQU,palo_alto,14,6,12,1,0,46,0,0,0,0,0
2026-04-19T21:38:14Z,BRANCH-76-sandbox.secure.bank,yasti_cooke,PATH,0.0,LOW,23.63.150.79,C:\Windows\System32\address.png,WINWORD.EXE_v8.7,APP-32:80,PATH: yasti_cooke performed transaction operation,,SEC_BASELINE_REPU,auditd,21,6,4,1,1,49,0,0,0,0,0
2026-03-16T18:48:03Z,PAYMENT-70.secure.bank,svc_monitor_prod,DeleteUser,0.0,LOW,172.26.9.130,C:\Users\svc_etl_prod\Documents\impedit.js,systemd,,DeleteUser: svc_monitor_prod performed audit operation,,SEC_BASELINE_PORR,aws_cloudtrail,18,0,3,0,0,54,0,0,0,0,0
2026-12-25T21:02:42Z,TRADING-80.bank.internal,svc_scanner43,10,0.0,LOW,140.89.0.76,,docker_v10.2,WKS-53:8080,Process accessed: docker_v10.2 accessed sshd_v3.2,,THREAT_BASELINE_FUGI,sysmon,21,4,12,0,1,49,0,0,0,0,0
2026-12-10T02:28:25Z,CORE_BANK-31.core.banking,derek_johnston93,106023,0.0,MEDIUM,10.191.24.231,,explorer.exe_v4.9,PAYMENT-60.secure.bank:3306,106023: derek_johnston93 performed balance operation,,THREAT_BASELINE_RESE,cisco_asa,2,3,12,0,1,52,0,0,0,0,0
2026-12-09T16:55:15Z,DC-65-dev,michelle_gray,action_execution,0.0,LOW,117.255.73.123,,java.exe_v3.3,,action_execution: michelle_gray performed audit operation,AU,AUDIT_BASELINE_TEMP,github_actions,16,2,12,0,0,57,0,0,0,0,0
2027-01-09T06:27:45Z,ATM-31-dr,uayala,12,0.0,HIGH,10.127.141.233,,tomcat9.exe,MON-51:22,12: uayala performed payment operation,,THREAT_SUSPICIOUS_URGENT_INCI,sysmon,6,5,1,1,1,38,0,0,0,1,1
2026-08-06T04:47:37Z,ATM-62,domain_admin,4648,0.0,CRITICAL,192.168.227.139,C:\Users\aturner\Documents\quibusdam.bmp,python.exe,payment-api.amble.net:8443,4648: domain_admin performed transaction operation,"Dubai, AE",SEC_HIGH_RISK_URGENT_OMNI,windows_security,4,3,8,0,1,50,0,0,0,1,1
2026-04-28T19:16:45Z,OPS-56,jonathan_bell,New-InboxRule,0.0,MEDIUM,111.113.47.150,,svchost.exe,TRADING-53-dev:3306,New-InboxRule: jonathan_bell performed audit operation,,ANOMALY_BASELINE_POSS,office365,19,1,4,0,1,54,0,0,0,0,0
2026-03-23T17:36:30Z,PAYMENT-75.bank.internal,ralph.garg,TRAFFIC,0.0,MEDIUM,96.129.144.182,,prometheus,PAYMENT-41:27017,TRAFFIC: ralph.garg performed settlement operation,,SEC_BASELINE_COST,palo_alto,17,0,3,0,0,50,0,0,0,0,0
2026-11-13T19:03:04Z,WKS-07-prod.bank.internal,jsaraf,MailItemsAccessed,0.0,LOW,58.248.164.7,,lsass.exe,,MailItemsAccessed: jsaraf performed transfer operation,,AUDIT_BASELINE_OFFI,office365,19,4,11,0,1,54,0,0,0,0,0
2027-01-31T17:20:20Z,FS-40.secure.bank,,THREAT,0.0,LOW,10.156.11.66,,nginx.exe,,THREAT: beth_savage performed transaction operation,Toronto,COMPLIANCE_BASELINE_ILLU,palo_alto,17,6,1,1,0,51,0,0,0,0,0
2026-05-02T06:58:23Z,FINANCE-13,bwilliams,PROCTITLE,0.0,MEDIUM,206.145.94.34,,EXCEL.EXE,payment-api.muni.info:8080,PROCTITLE: bwilliams performed transfer operation,,ANOMALY_BASELINE_FACE,auditd,6,5,5,1,1,49,0,0,0,0,0
2026-12-07T02:47:59Z,PROXY-38-dr.core.banking,svc_scanner,http,0.0,MEDIUM,,,sqlservr.exe_v5.3,,http: svc_scanner performed transfer operation,"Zurich, CH",GT_BASELINE_ALIA,zeek,2,0,12,0,1,46,0,0,0,0,0
2026-08-06T06:54:23Z,FS-81,svc_archive,4672,0.0,HIGH,22.86.31.10,Z:\Finance\2026-01-28\ad.pdf,java.exe,COMP-39:9200,4672: svc_archive performed reconciliation operation,Mumbai,ANOMALY_SUSPICIOUS_URGENT_EX,windows_security,6,3,8,0,1,52,0,0,0,1,1
2026-08-31T22:27:23Z,PAY-27-dev,edugal,1,0.0,LOW,208.149.147.182,,kubelet,,Process creation: kubelet with command line: cat /etc/passwd | grep -E '(/bin/bash|/bin/zsh)',"Mumbai, IN",AUDIT_BASELINE_AUT,sysmon,22,0,8,0,1,93,0,0,0,0,0
2027-02-14T05:24:36Z,APP-33.secure.bank,svc_secrets_prod,conn,0.0,LOW,10.147.240.150,/opt/banking/pull/bin/eius.avi,chrome.exe,,conn: svc_secrets_prod performed audit operation,,ANOMALY_BASELINE_ODIO,zeek,5,6,2,1,1,48,0,0,0,0,0
2026-10-26T11:05:29Z,CRM-50-uat.secure.bank,pamela.kay,Blocked,0.0,MEDIUM,46.119.77.56,/etc/join/until.conf,tomcat9.exe_v9.2,,Blocked: pamela.kay performed reconciliation operation,Dubai,GT_BASELINE_AT,sentinel_one,11,0,10,0,0,54,0,0,0,0,0
2026-10-01T11:40:49Z,HR-98-prod.bank.internal,stanley.chapman,13,0.0,MEDIUM,144.27.240.6,C:\Windows\System32\ipsam.ods,kubelet,,13: stanley.chapman performed clearing operation,,ANOMALY_BASELINE_SINT,sysmon,11,3,10,0,0,48,0,0,0,0,0
2026-06-27T05:48:02Z,BRANCH-90-prod.financial.local,svc_scanner_prod84,4688,0.0,HIGH,112.209.123.23,,tomcat9.exe,,"A new process was created. Process: tomcat9.exe, Command line: netstat -tulpn | grep LISTEN",Zurich,ANOMALY_SUSPICIOUS_URGENT_DOLO,windows_security,5,5,6,1,1,91,0,0,0,1,1
2026-05-03T15:17:15Z,TRADING-19-sandbox.financial.local,internal_audit58,106001,0.0,LOW,47.2.50.35,,explorer.exe,,106001: internal_audit58 performed settlement operation,DE,AUDIT_BASELINE_EST,cisco_asa,15,6,5,1,0,55,0,0,0,0,0
2026-10-30T06:43:18Z,APP-54,smccarthy,Quarantine,0.0,HIGH,27.99.143.207,,prometheus,core-bank.dobson-thompson.biz:445,Quarantine: smccarthy performed payment operation,"Sydney, AU",ANOMALY_SUSPICIOUS_URGENT_MAGN,crowdstrike,6,4,10,0,1,49,0,0,0,1,1
2026-10-16T16:21:33Z,PROXY-14-dev,aallan34,Audit,0.0,HIGH,44.198.184.28,/var/log/eius/firm.mp4.log,OUTLOOK.EXE_v5.4,,Audit log: modify performed by aallan34,"Hong Kong, HK",COMPLIANCE_SUSPICIOUS_URGENT_SIGN,azure_ad,16,4,10,0,0,39,0,0,0,1,1
2026-07-20T00:49:11Z,DB-83.secure.bank,jennifer_jenkins,4625,52.0,CRITICAL,192.168.97.42,/etc/nobis/labore.conf,svchost.exe,,"An account failed to log on. Account: jennifer_jenkins, Source IP: 192.168.97.42",Dubai,AUDIT_BRUTE_FORCE_URGENT_AGEN,windows_security,0,0,7,0,1,80,1,1,1,1,1
2027-01-24T16:06:47Z,BRANCH-11,sysadmin,write_binary_dir,0.0,LOW,192.168.41.202,\\fileserver\share\Adipisci\voluptates.jpeg,prometheus,,write_binary_dir: sysadmin performed balance operation,Toronto,COMPLIANCE_BASELINE_REPE,falco,16,6,1,1,0,54,0,0,0,0,0
2026-03-24T14:22:10Z,AUDIT-04.secure.bank,,13,0.0,MEDIUM,13.95.178.244,,OUTLOOK.EXE,,13: lori_chandra performed swift operation,"Singapore, SG",THREAT_BASELINE_QUIS,sysmon,14,1,3,0,0,42,0,0,0,0,0
2026-11-19T02:54:39Z,CORE_BANK-25,svc_cicd_prod,dns,0.0,UNKNOWN,192.168.24.135,,sqlservr.exe_v9.0,CRM-40-sandbox:443,dns: svc_cicd_prod performed reconciliation operation,Frankfurt,GT_BASELINE_SOME,zeek,2,3,11,0,1,53,0,0,0,0,0
2026-08-10T21:45:21Z,SWIFT-15.bank.internal,svc_replication,302016,0.0,MEDIUM,192.168.254.33,,tomcat9.exe,,302016: svc_replication performed audit operation,GB,AUDIT_BASELINE_CUMQ,cisco_asa,21,0,8,0,1,49,0,0,0,0,0
2026-05-23T22:45:05Z,ATM-05-dev.secure.bank,trading_user86,shell_in_container,0.0,HIGH,172.29.217.133,/opt/banking/sequi/bin/numquam.ods,EXCEL.EXE,,shell_in_container: trading_user86 performed clearing operation,DE,SEC_SUSPICIOUS_URGENT_DOLO,falco,22,5,5,1,1,63,0,0,0,1,1
2026-04-11T08:40:24Z,HR-70-dr,svc_scanner,XSS,0.0,LOW,122.15.44.191,,OUTLOOK.EXE,TRADING-95-dr.financial.local:80,XSS: svc_scanner performed balance operation,DE,SEC_BASELINE_CONS,cloud_waf,8,5,4,1,0,44,0,0,0,0,0
2026-06-30T14:12:59Z,WKS-91.financial.local,brandy.rastogi32,XSS,0.0,HIGH,221.110.231.252,,java.exe,PROXY-94-sandbox:80,XSS: brandy.rastogi32 performed payment operation,"Paris, FR",GT_SUSPICIOUS_URGENT_DOLO,cloud_waf,14,1,6,0,0,49,0,0,0,1,1
2026-09-17T10:15:55Z,SWIFT-64,teresa.kari,http,0.0,LOW,105.217.31.162,Z:\Finance\2026-02-20\whatever.wav,nginx.exe,,,,AUDIT_BASELINE_ACCU,zeek,10,3,9,0,0,0,0,0,0,0,0
2026-05-03T14:15:01Z,APP-72,james.tran66,4688,0.0,LOW,172.26.203.129,,prometheus,,"A new process was created. Process: prometheus, Command line: ps aux | grep -v grep","Mumbai, IN",GT_BASELINE_TOTA,windows_security,14,6,5,1,0,83,0,0,0,0,0
2026-08-30T17:14:50Z,CRM-37,sean_gola90,New-InboxRule,0.0,LOW,192.168.245.97,/opt/banking/quae/bin/qui.mov,python.exe_v3.4,CORE-91:3389,New-InboxRule: sean_gola90 performed audit operation,,AUDIT_BASELINE_ONE,office365,17,6,8,1,0,52,0,0,0,0,0
2026-04-14T07:04:07Z,CORE-16.bank.internal,iparekh,Threat,0.0,MEDIUM,85.16.119.234,,docker_v6.4,GW-90.core.banking:443,Threat: iparekh performed clearing operation,"Singapore, SG",GT_BASELINE_DIST,sentinel_one,7,1,4,0,1,44,0,0,0,0,0
2027-02-16T18:54:32Z,CORE_BANK-36,kimberley.ali99,FileDownloaded,0.0,LOW,10.159.94.178,,svchost.exe_v2.6,,FileDownloaded: kimberley.ali99 performed reconciliation operation,"Dubai, AE",SEC_BASELINE_CAUS,sharepoint,18,1,2,0,0,66,0,0,0,0,0
2026-08-05T22:38:28Z,BRANCH-08.financial.local,christopher.ahluwalia,Path_Traversal,0.0,CRITICAL,192.168.1.159,,prometheus,,Path_Traversal: christopher.ahluwalia performed payment operation,Toronto,SEC_HIGH_RISK_URGENT_SED,cloud_waf,22,2,8,0,1,65,0,0,0,1,1
2026-04-12T09:59:40Z,CRM-29,svc_vault7,THREAT,0.0,LOW,192.168.152.42,,kubelet_v6.3,,THREAT: svc_vault7 performed transaction operation,,ANOMALY_BASELINE_CONS,palo_alto,9,6,4,1,0,50,0,0,0,0,0
2026-05-14T04:03:05Z,HR-45.secure.bank,leanne_pollard,shell_in_container,0.0,LOW,,Z:\Finance\2026-03-09\doloribus.txt,kubelet,,shell_in_container: leanne_pollard performed audit operation,CA,GT_BASELINE_INCI,falco,4,3,5,0,1,60,0,0,0,0,0
2026-09-12T04:43:04Z,FINANCE-06,joshua.foster,Threat,0.0,HIGH,123.149.2.119,C:\Windows\Temp\friend.mp4,docker_v5.3,,Threat: joshua.foster performed transaction operation,,ANOMALY_SUSPICIOUS_URGENT_ILLO,sentinel_one,4,5,9,1,1,53,0,0,0,1,1
2026-03-17T15:05:17Z,AUDIT-52.secure.bank,elizabeth.shah,Detection,0.0,MEDIUM,10.182.132.35,,chrome.exe_v6.0,DB-52.financial.local:8080,Detection: elizabeth.shah performed transaction operation,,SEC_BASELINE_NESC,crowdstrike,15,1,3,0,0,57,0,0,0,0,0
2026-12-20T06:29:20Z,RISK-64-prod,luke.tripathi,SQL_Injection,0.0,LOW,,,chrome.exe_v3.3,,SQL_Injection: luke.tripathi performed balance operation,,GT_BASELINE_BEHI,cloud_waf,6,6,12,1,1,56,0,0,0,0,0
2027-01-24T17:43:07Z,CORE-36-prod,christopher_lewis,workflow_run,0.0,MEDIUM,106.70.40.119,,nginx.exe,payment-api.davies.co.uk:443,workflow_run: christopher_lewis performed swift operation,JP,GT_BASELINE_SAEP,github_actions,17,6,1,1,0,57,0,0,0,0,0
2026-05-11T01:10:29Z,CORE_BANK-39-prod.financial.local,root79,Send,0.0,LOW,192.168.74.239,,python.exe,COMP-54.bank.internal:22,Send: root79 performed audit operation,,SEC_BASELINE_SOUT,office365,1,0,5,0,1,38,0,0,0,0,0
2026-06-16T22:28:41Z,TRADING-89-prod,tbhat,conn,0.0,MEDIUM,174.172.191.134,/etc/exactly/beatae.conf,docker,HR-27.core.banking:443,conn: tbhat performed payment operation,SG,ANOMALY_BASELINE_SOLD,zeek,22,1,6,0,1,39,0,0,0,0,0
2026-09-17T07:52:15Z,CRM-31,tina.morton22,ConsoleLogin,0.0,LOW,158.32.149.155,/var/log/quod/too.numbers.log,systemd,PROXY-06:80,ConsoleLogin: tina.morton22 performed clearing operation,Singapore,SEC_BASELINE_NATU,aws_cloudtrail,7,3,9,0,1,56,0,0,0,0,0
2026-09-18T12:17:43Z,CORE_BANK-52-sandbox,christopher.gandhi,Detection,0.0,HIGH,98.67.20.139,,WINWORD.EXE,DC-75:443,Detection: christopher.gandhi performed payment operation,"Hong Kong, HK",AUDIT_SUSPICIOUS_URGENT_QUOD,crowdstrike,12,4,9,0,0,57,0,0,0,1,1
2026-10-08T04:40:35Z,FINANCE-93-prod.secure.bank,svc_etl_prod,shell_in_container,0.0,LOW,10.157.57.128,/opt/banking/nihil/bin/est.avi,kubelet,,shell_in_container: svc_etl_prod performed settlement operation,London,COMPLIANCE_BASELINE_QUOD,falco,4,3,10,0,1,63,0,0,0,0,0
2026-07-01T08:18:54Z,MON-84,brenda.willis,conn,0.0,LOW,134.167.13.61,,nginx.exe_v5.5,PAY-29:22,conn: brenda.willis performed payment operation,CH,GT_BASELINE_ANIM,zeek,8,2,7,0,0,47,0,0,0,0,0
2026-11-19T03:02:50Z,FINANCE-74,thomas.srinivas,Blocked,0.0,LOW,164.127.71.167,/var/log/aliquid/similique.avi.log,nginx.exe,,Blocked: thomas.srinivas performed payment operation,"Zurich, CH",ANOMALY_BASELINE_MOLL,sentinel_one,3,3,11,0,1,52,0,0,0,0,0
2026-11-26T23:42:42Z,OPS-68-uat.core.banking,internal_audit38,106023,0.0,MEDIUM,141.172.53.226,,nginx.exe,,106023: internal_audit38 performed transfer operation,,AUDIT_BASELINE_THOU,cisco_asa,23,3,11,0,1,53,0,0,0,0,0
2026-06-01T03:52:13Z,OPS-45-sandbox.secure.bank,egarrison,shell_in_container,0.0,LOW,,\\fileserver\share\Voluptatibus\stuff.flac,svchost.exe,,shell_in_container: egarrison performed reconciliation operation,,ANOMALY_BASELINE_CELL,falco,3,0,6,0,1,64,0,0,0,0,0
2026-11-27T00:28:21Z,CRM-30.core.banking,vbhakta18,106023,0.0,LOW,172.21.147.154,C:\Windows\System32\similique.odt,svchost.exe,,106023: vbhakta18 performed swift operation,,COMPLIANCE_BASELINE_EUM,cisco_asa,0,4,11,0,1,43,0,0,0,0,0
2026-12-26T10:43:28Z,FS-02-dr.bank.internal,teresa.jones,DeleteUser,0.0,LOW,68.125.1.92,,explorer.exe,,DeleteUser: teresa.jones performed balance operation,,ANOMALY_BASELINE_IMPE,aws_cloudtrail,10,5,12,1,0,52,0,0,0,0,0
2027-02-18T11:11:14Z,WEB-64,gjennings,CreateUser,0.0,LOW,192.168.74.218,,sshd_v9.2,BRANCH-35.core.banking:1433,CreateUser: gjennings performed swift operation,Singapore,SEC_BASELINE_ATQU,aws_cloudtrail,11,3,2,0,0,47,0,0,0,0,0
2026-09-23T17:47:30Z,APP-08.financial.local,trading_user,Threat,0.0,LOW,98.246.75.134,\\fileserver\share\Praesentium\eos.jpeg,svchost.exe,DB-85-sandbox:1433,Threat: trading_user performed clearing operation,JP,ANOMALY_BASELINE_BAG,sentinel_one,17,2,9,0,0,49,0,0,0,0,0
2026-10-08T20:01:28Z,OPS-89,hdeol,22,0.0,MEDIUM,10.56.107.187,,prometheus,MON-79.bank.internal:3306,22: hdeol performed clearing operation,DE,COMPLIANCE_BASELINE_PORR,sysmon,20,3,10,0,1,38,0,0,0,0,0
2026-08-10T11:06:19Z,SWIFT-13-dev,kshaw,PROCTITLE,0.0,MEDIUM,172.18.40.17,,explorer.exe,SWIFT-14.financial.local:8080,PROCTITLE: kshaw performed transfer operation,,GT_BASELINE_SCIE,auditd,11,0,8,0,0,45,0,0,0,0,0
2026-08-22T19:18:20Z,GW-12-sandbox.core.banking,svc_secrets71,302016,0.0,LOW,10.163.198.183,/var/log/unde/physical.webm.log,sqlservr.exe_v5.6,COMP-41-dr.core.banking:8080,302016: svc_secrets71 performed balance operation,Toronto,AUDIT_BASELINE_FUGA,cisco_asa,19,5,8,1,1,49,0,0,0,0,0
2027-02-13T21:54:34Z,RISK-76-dr,erin.stevenson,URL,0.0,LOW,192.168.203.162,/opt/banking/corporis/bin/ipsum.pptx,explorer.exe_v4.6,,URL: erin.stevenson performed reconciliation operation,,THREAT_BASELINE_WOUL,palo_alto,21,5,2,1,1,54,0,0,0,0,0
2026-06-18T21:07:19Z,TRADING-14.bank.internal,svc_secrets_prod,XSS,0.0,LOW,175.206.36.130,\\fileserver\share\About\sapiente.txt,sqlservr.exe_v5.8,,XSS: svc_secrets_prod performed balance operation,,SEC_BASELINE_SOUN,cloud_waf,21,3,6,0,1,49,0,0,0,0,0
2026-05-03T21:31:41Z,WEB-88.core.banking,sathvik_parsons,ssl,0.0,LOW,212.58.55.53,,sqlservr.exe_v5.7,,ssl: sathvik_parsons performed settlement operation,Dubai,THREAT_BASELINE_ATTA,zeek,21,6,5,1,1,51,0,0,0,0,0
2026-11-27T09:57:56Z,GW-64-prod.secure.bank,vtaylor,Path_Traversal,0.0,UNKNOWN,43.119.108.235,,,,Path_Traversal: vtaylor performed transfer operation,FR,SEC_BASELINE_DESE,cloud_waf,9,4,11,0,0,52,0,0,0,0,0
2026-07-07T19:18:11Z,PAYMENT-22-uat,bishakha_jha,job_execution,0.0,LOW,166.167.53.108,,tomcat9.exe,SWIFT-11.core.banking:445,job_execution: bishakha_jha performed swift operation,,AUDIT_BASELINE_QUIS,github_actions,19,1,7,0,1,53,0,0,0,0,0
2026-03-09T00:10:31Z,HR-78,svc_scanner_prod,Suspicious,0.0,HIGH,21.234.97.9,\\fileserver\share\Exercitationem\attention.docx,WINWORD.EXE,WKS-45-uat.bank.internal:9200,Suspicious: svc_scanner_prod performed balance operation,US,COMPLIANCE_SUSPICIOUS_URGENT_ASSU,sentinel_one,0,0,3,0,1,56,0,0,0,1,1
2026-06-11T16:13:49Z,APP-87.core.banking,jharris,Threat,0.0,LOW,10.204.12.14,,sshd_v5.1,,Threat: jharris performed audit operation,FR,AUDIT_BASELINE_NOBI,sentinel_one,16,3,6,0,0,41,0,0,0,0,0
2026-07-16T20:38:56Z,PAY-70,jordan_hutchinson,ConsoleLogin,0.0,LOW,20.0.32.168,,svchost.exe,,ConsoleLogin: jordan_hutchinson performed reconciliation operation,AU,ANOMALY_BASELINE_DIST,aws_cloudtrail,20,3,7,0,1,66,0,0,0,0,0
2026-08-01T10:32:23Z,OPS-52.secure.bank,,Audit,0.0,CRITICAL,10.125.223.209,,systemd,,Audit log: create performed by jstephenson92,,SEC_HIGH_RISK_URGENT_A,azure_ad,10,5,8,1,0,44,0,0,0,1,1
2026-03-31T18:57:01Z,PAYMENT-87,svc_scanner_prod,Path_Traversal,0.0,LOW,30.74.161.26,/opt/banking/adult/bin/nam.ods,sqlservr.exe_v4.0,COMP-33.bank.internal:80,Path_Traversal: svc_scanner_prod performed swift operation,,AUDIT_BASELINE_POSI,cloud_waf,18,1,3,0,0,58,0,0,0,0,0
2026-09-23T02:02:48Z,CORE_BANK-48-prod,sysadmin55,DeleteUser,0.0,LOW,10.167.13.100,Z:\Finance\2026-03-21\odio.tiff,OUTLOOK.EXE,,DeleteUser: sysadmin55 performed reconciliation operation,,GT_BASELINE_MAXI,aws_cloudtrail,2,2,9,0,1,57,0,0,0,0,0
2026-09-08T12:13:38Z,HR-11,svc_replication,EXECVE,0.0,MEDIUM,10.69.1.215,,docker,PAYMENT-52-dr:8443,EXECVE: svc_replication performed settlement operation,AU,SEC_BASELINE_QUAS,auditd,12,1,9,0,0,54,0,0,0,0,0
2026-11-25T07:36:56Z,SWIFT-41.bank.internal,svc_archive8,SignIn,38.0,CRITICAL,161.225.130.154,,kubelet_v8.2,,Sign-in activity for svc_archive8 from IP 161.225.130.154,"Singapore, SG",THREAT_BRUTE_FORCE_URGENT_COUN,azure_ad,7,2,11,0,1,57,1,0,1,1,1
2026-10-31T19:59:28Z,APP-70,svc_reporting,FileUploaded,0.0,LOW,189.130.214.239,,powershell.exe,DC-90-uat:3306,FileUploaded: svc_reporting performed payment operation,,THREAT_BASELINE_ASSU,sharepoint,19,5,10,1,1,55,0,0,0,0,0
2027-01-13T11:09:24Z,OPS-30,anika.ellis,4688,0.0,LOW,49.10.64.49,/var/log/democratic/itaque.wav.log,nginx.exe,,"A new process was created. Process: nginx.exe, Command line: ps aux | grep -v grep",CH,SEC_BASELINE_DELE,windows_security,11,2,1,0,0,82,0,0,0,0,0
2026-07-17T10:34:19Z,FINANCE-56-uat.core.banking,michael.saini,workflow_run,0.0,LOW,78.167.57.242,,python.exe,,workflow_run: michael.saini performed clearing operation,Tokyo,COMPLIANCE_BASELINE_COMM,github_actions,10,4,7,0,0,56,0,0,0,0,0
2026-10-13T11:43:11Z,AUDIT-93.core.banking,jodie.jani,XSS,0.0,LOW,109.251.104.120,,chrome.exe,,XSS: jodie.jani performed balance operation,Dubai,SEC_BASELINE_ODIO,cloud_waf,11,1,10,0,0,43,0,0,0,0,0
2026-09-17T08:15:41Z,MON-17,svc_cicd,PROCTITLE,0.0,LOW,172.16.116.76,,python.exe_v1.0,,PROCTITLE: svc_cicd performed reconciliation operation,JP,SEC_BASELINE_LAUD,auditd,8,3,9,0,0,54,0,0,0,0,0
2026-09-10T18:13:03Z,CORE-10-prod,tsibal,PATH,0.0,LOW,10.107.162.103,/etc/impedit/veniam.conf,docker,MON-51.secure.bank:8443,PATH: tsibal performed reconciliation operation,CH,THREAT_BASELINE_QUAS,auditd,18,3,9,0,0,47,0,0,0,0,0
2027-01-16T13:59:08Z,TRADING-66,travis.mani,Threat,0.0,LOW,177.65.114.101,Z:\Finance\2026-01-07\ago.odp,tomcat9.exe,payment-api.richards.co.uk:445,Threat: travis.mani performed audit operation,HK,ANOMALY_BASELINE_EXPL,sentinel_one,13,5,1,1,0,45,0,0,0,0,0
2027-02-01T12:57:22Z,ATM-13.secure.bank,svc_cicd,smb_files,0.0,LOW,31.164.236.44,C:\Windows\System32\magnam.html,java.exe_v8.6,,smb_files: svc_cicd performed reconciliation operation,IN,AUDIT_BASELINE_ASSU,zeek,12,0,2,0,0,54,0,0,0,0,0
2026-08-08T08:57:55Z,BRANCH-53-sandbox,evan.nazareth,FileDownloaded,0.0,LOW,115.210.51.32,,OUTLOOK.EXE_v5.6,,FileDownloaded: evan.nazareth performed audit operation,DE,COMPLIANCE_BASELINE_COLO,office365,8,5,8,1,0,55,0,0,0,0,0
2026-12-29T09:21:31Z,,svc_secrets_prod,12,0.0,LOW,10.235.136.117,,prometheus,,12: svc_secrets_prod performed reconciliation operation,GB,GT_BASELINE_BREA,sysmon,9,1,12,0,0,55,0,0,0,0,0
2027-01-01T12:20:33Z,PROXY-64,jdoherty,Detection,0.0,LOW,27.16.146.67,,kubelet,,Detection: jdoherty performed balance operation,"Hong Kong, HK",THREAT_BASELINE_TENE,crowdstrike,12,4,1,0,0,47,0,0,0,0,0
2026-12-05T20:01:05Z,ATM-15,svc_deploy,FileDeleted,0.0,MEDIUM,10.218.135.51,C:\Users\charlene_carroll\Documents\magni.webm,sshd,,FileDeleted: svc_deploy performed transfer operation,IN,ANOMALY_BASELINE_PORR,sharepoint,20,5,12,1,1,52,0,0,0,0,0
2026-09-21T12:21:27Z,FINANCE-73-sandbox,abha.jain,106001,0.0,LOW,209.112.46.76,/opt/banking/fuga/bin/Republican.webm,sqlservr.exe,,106001: abha.jain performed swift operation,"Zurich, CH",ANOMALY_BASELINE_HARU,cisco_asa,12,0,9,0,0,43,0,0,0,0,0
2027-02-04T09:33:50Z,FS-43-dev.financial.local,william_krish41,THREAT,0.0,HIGH,18.23.35.210,,lsass.exe,,THREAT: william_krish41 performed swift operation,"London, GB",COMPLIANCE_SUSPICIOUS_URGENT_DOLO,palo_alto,9,3,2,0,0,49,0,0,0,1,1
2026-12-05T02:14:28Z,DB-95-dr,julian.ball,CreateUser,0.0,LOW,10.46.72.251,,EXCEL.EXE,TRADING-50:443,CreateUser: julian.ball performed clearing operation,CH,COMPLIANCE_BASELINE_ITSE,aws_cloudtrail,2,5,12,1,1,52,0,0,0,0,0
2026-11-30T03:23:31Z,DC-79-sandbox,svc_replication,conn,0.0,LOW,10.226.16.54,C:\Windows\System32\according.tiff,docker,,conn: svc_replication performed transaction operation,IN,AUDIT_BASELINE_EA,zeek,3,0,11,0,1,53,0,0,0,0,0
2026-04-21T03:59:18Z,CORE-88-sandbox,ucchal.banik,dns,0.0,LOW,172.31.248.173,,docker_v5.0,,dns: ucchal.banik performed reconciliation operation,,AUDIT_BASELINE_NATU,zeek,3,1,4,0,1,52,0,0,0,0,0
